Instance	Generations	Swap	CX	ER	EER	OX	NWOX	UOBX	OX2	PPX	UPPX	PMX	UPMX	PBX
64	100	76	68	85	84	86	78	82	83	88	88	60	47	43
64	1000	9	6	42	41	40	13	40	20	39	40	4	0	0
64	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
65	1	96	95	95	96	96	95	95	95	96	95	95	96	95
65	10	95	86	94	94	94	93	93	93	94	94	90	92	89
65	100	77	64	86	88	82	77	85	81	81	83	62	49	45
65	1000	12	6	30	47	49	18	29	40	37	56	4	0	2
65	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
66	1	96	96	96	95	96	95	94	95	93	96	95	96	95
66	10	94	89	95	95	94	94	92	94	92	94	91	92	89
66	100	77	64	83	87	79	84	82	84	81	83	60	52	38
66	1000	13	3	30	40	29	17	22	31	26	37	3	0	2
66	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
67	1	96	95	95	95	94	96	96	95	95	96	96	96	96
67	10	94	89	94	94	93	94	92	93	94	96	90	90	88
67	100	78	64	85	83	83	79	83	86	85	85	60	52	32
67	1000	12	8	38	37	30	16	28	23	28	35	2	4	0
67	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
68	1	96	94	95	94	95	95	96	96	96	93	97	96	96
68	10	94	88	94	94	94	94	92	94	95	93	91	89	87
68	100	77	66	83	88	86	80	81	85	79	85	66	50	36
68	1000	9	7	29	39	39	27	33	31	25	33	2	0	0
68	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
69	1	96	94	96	95	96	95	96	96	96	95	94	95	95
69	10	94	87	94	94	95	94	91	93	92	94	91	91	90
69	100	76	69	87	81	85	84	81	81	79	83	54	52	33
69	1000	8	4	27	35	45	16	30	25	20	35	3	0	0
69	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
70	1	95	95	96	95	96	96	96	96	96	96	94	96	95
70	10	92	89	95	94	93	94	94	93	94	95	89	91	88
70	100	78	68	84	83	81	81	79	78	84	80	61	52	39
70	1000	12	9	29	35	31	15	53	26	30	33	2	2	0
70	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
71	1	96	96	96	96	96	95	95	96	96	95	95	95	96
71	10	94	90	95	96	93	92	92	93	94	94	89	91	89
71	100	76	68	82	87	79	79	80	83	83	80	62	48	41
71	1000	13	11	45	31	48	15	17	38	24	47	4	2	2
71	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
72	1	96	95	96	95	97	95	95	95	94	95	96	95	95
72	10	94	91	94	94	94	92	90	90	93	94	89	92	87
72	100	78	69	86	84	85	78	82	79	81	87	57	50	41
72	1000	12	5	42	36	57	20	14	21	25	43	2	0	0
72	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
73	1	96	94	95	95	96	95	96	96	94	96	96	96	96
73	10	95	90	94	94	94	94	94	95	93	95	91	89	90
73	100	78	67	87	86	86	80	86	83	85	85	65	52	46
73	1000	10	10	37	43	39	14	29	72	29	36	2	0	0
73	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
74	1	96	94	96	95	96	96	95	96	94	94	95	95	94
74	10	94	87	94	94	95	93	92	93	92	93	91	89	88
74	100	77	72	89	86	85	80	80	79	84	87	64	61	46
74	1000	7	8	59	44	55	17	22	23	27	33	6	0	4
74	10000	0	0	0	0	11	0	0	0	0	0	0	0	0
75	1	96	96	95	96	96	95	96	96	95	96	96	94	96
75	10	94	89	95	95	93	93	93	93	95	95	90	88	87
75	100	79	68	86	85	83	82	84	80	82	83	50	49	39
75	1000	15	6	40	40	52	19	26	24	22	34	2	0	0
75	10000	0	0	0	0	0	0	0	0	0	3	0	0	0
76	1	94	95	95	94	96	95	94	95	96	95	94	95	95
76	10	93	87	94	93	94	93	92	94	93	94	91	91	90
76	100	72	66	87	90	85	80	80	86	80	84	63	49	39
76	1000	10	9	49	51	34	15	25	23	29	37	3	0	3
76	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
77	1	96	96	96	95	95	96	96	96	94	96	94	95	95
77	10	94	89	96	95	94	92	93	92	94	95	91	91	87
77	100	73	68	85	87	81	83	83	81	85	86	60	51	39
77	1000	9	11	41	41	34	18	29	31	28	58	4	2	0
77	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
