Instance	Generations	Swap	CX	ER	EER	OX	NWOX	UOBX	OX2	PPX	UPPX	PMX	UPMX	PBX
21	1000	37	45	40	44	38	36	44	47	39	40	40	40	41
21	10000	35	38	34	32	8	33	41	36	32	31	39	37	38
22	1	95	95	95	95	96	95	96	96	95	96	95	95	94
22	10	93	92	93	90	90	93	94	93	91	94	94	93	92
22	100	73	74	84	81	68	75	84	85	73	75	72	71	65
22	1000	42	48	48	46	31	44	48	45	43	47	43	41	41
22	10000	42	40	31	30	12	39	43	36	37	30	39	40	41
23	1	96	96	95	96	95	92	95	96	96	96	96	95	97
23	10	94	92	92	92	91	91	95	93	93	93	92	93	93
23	100	76	75	80	77	70	70	81	84	74	79	68	66	63
23	1000	42	44	48	37	38	41	46	48	43	42	41	45	46
23	10000	39	43	37	27	13	39	42	38	40	38	40	41	37
24	1	97	94	95	94	96	95	95	96	95	96	96	95	96
24	10	95	94	92	91	91	90	92	93	91	94	91	94	92
24	100	77	77	79	78	70	63	82	84	72	80	70	64	67
24	1000	43	47	45	54	32	42	47	37	41	46	43	46	38
24	10000	40	40	34	29	9	39	42	33	33	34	39	41	37
25	1	95	96	96	95	96	95	96	96	95	96	96	96	95
25	10	94	92	91	94	91	92	93	94	91	91	92	93	94
25	100	78	75	83	82	69	70	85	79	74	77	70	68	62
25	1000	44	48	44	45	28	40	38	43	42	47	45	44	42
25	10000	39	42	30	26	6	36	35	43	33	40	41	38	39
26	1	94	94	95	95	96	96	96	94	95	96	96	94	95
26	10	93	93	93	92	92	93	94	93	92	94	91	93	94
26	100	76	72	80	81	69	74	86	81	79	80	64	64	62
26	1000	45	43	45	48	35	36	44	43	42	45	46	45	43
26	10000	41	37	31	31	13	33	44	38	35	32	43	39	40
27	1	95	94	96	94	95	95	93	96	96	96	96	94	96
27	10	92	93	93	91	92	91	93	92	92	92	93	94	92
27	100	77	76	82	78	70	68	85	84	72	74	69	68	61
27	1000	45	42	48	38	30	38	45	62	41	47	40	46	45
27	10000	42	33	35	23	6	32	41	41	36	36	37	42	40
28	1	95	96	95	95	95	96	95	95	96	96	96	95	96
28	10	92	94	92	92	92	90	94	94	93	92	92	93	92
28	100	79	73	78	84	71	72	78	81	73	78	70	70	57
28	1000	42	44	39	48	34	39	47	44	43	56	43	40	42
28	10000	41	42	33	27	6	32	42	43	35	40	41	38	35
29	1	95	95	96	96	96	95	96	95	96	93	97	96	95
29	10	94	91	91	93	91	91	91	93	92	93	93	93	91
29	100	79	72	79	75	70	69	81	82	75	77	66	68	62
29	1000	42	42	46	37	26	43	45	44	37	44	41	47	46
29	10000	38	42	39	16	10	37	41	39	30	39	40	41	40
30	1	95	95	95	94	96	96	96	96	95	94	94	97	96
30	10	93	93	93	92	91	92	93	92	90	92	92	95	92
30	100	74	71	81	80	68	72	80	79	71	74	64	69	66
30	1000	47	47	45	42	28	41	43	41	46	44	45	40	47
30	10000	43	38	38	23	6	37	38	38	35	35	43	38	39
31	1	95	97	95	96	95	95	94	96	95	95	94	95	95
31	10	92	93	92	92	90	93	92	93	92	93	91	93	93
31	100	77	71	78	84	69	67	89	86	73	78	69	63	67
31	1000	43	41	40	45	35	37	48	44	40	36	42	44	38
31	10000	36	40	32	19	10	32	41	36	35	31	38	43	38
32	1	96	95	95	96	96	95	95	96	95	93	95	96	96
32	10	93	92	90	92	89	91	93	93	91	93	92	93	93
32	100	76	76	77	78	70	69	82	84	70	84	67	66	71
32	1000	43	39	47	37	30	41	46	41	37	48	47	44	45
32	10000	41	35	36	28	14	37	38	38	31	31	41	38	38
33	1	95	96	95	96	95	94	95	96	95	96	95	95	94
33	10	93	93	91	92	92	89	93	94	92	93	91	93	94
33	100	76	74	80	81	71	71	83	82	69	81	67	69	66
33	1000	45	45	48	50	31	42	48	47	39	46	43	39	45
33	10000	39	43	26	35	13	35	40	44	35	37	41	37	33
34	1	95	96	96	96	95	96	95	96	96	96	96	96	95
34	10	92	94	92	92	91	91	94	93	91	92	92	94	94
34	100	75	75	78	78	78	69	86	83	72	81	69	75	62
34	1000	39	44	48	40	33	42	44	49	43	41	48	44	37
34	10000	38	34	30	29	4	37	44	42	36	37	39	40	36
35	1	96	95	94	96	95	94	96	96	96	95	95	95	96
35	10	94	93	93	93	91	91	94	94	93	94	91	94	94
35	100	77	76	80	79	68	71	82	85	72	74	66	68	56
35	1000	45	45	44	45	29	41	47	56	36	42	43	44	37
35	10000	43	39	21	28	14	35	41	40	32	30	38	39	33
36	1	96	92	96	95	96	96	96	96	96	96	94	95	96
36	10	94	90	92	92	92	92	94	94	92	94	91	93	93
36	100	73	73	82	82	69	71	79	83	71	78	69	67	62
36	1000	38	43	50	44	32	43	47	67	43	45	43	40	43
36	10000	37	38	35	35	16	35	38	42	37	27	38	36	43
37	1	96	95	94	96	95	96	97	95	96	94	96	94	95
37	10	93	92	91	94	91	91	94	94	92	92	92	93	92
37	100	76	74	78	79	71	69	81	82	71	75	67	67	67
37	1000	44	44	44	45	35	45	50	48	43	41	40	38	39
37	10000	42	42	26	29	3	38	42	45	36	31	35	35	38
38	1	95	95	95	96	94	95	96	95	97	96	95	96	96
38	10	93	92	92	92	92	92	93	91	92	92	92	91	94
38	100	74	73	80	75	67	73	83	79	74	76	67	63	67
38	1000	45	46	47	42	25	37	45	42	41	42	43	42	47
38	10000	42	39	25	25	5	32	34	37	32	33	39	40	42
39	1	96	94	94	96	96	95	95	95	96	95	96	95	96
39	10	94	92	91	93	91	91	93	92	93	94	91	93	95
39	100	76	75	75	77	71	69	83	80	71	78	69	71	60
39	1000	43	48	51	57	38	39	45	50	41	65	44	45	42
39	10000	39	44	34	41	12	38	42	45	39	46	38	40	36
40	1	95	96	95	95	95	94	95	96	96	96	95	96	96
40	10	92	93	92	91	92	92	95	92	94	93	92	93	94
40	100	78	72	79	80	69	72	84	85	77	78	71	68	60
40	1000	42	40	43	40	34	46	49	46	39	48	43	40	41
40	10000	37	39	33	25	11	37	41	42	31	29	38	39	37
41	1	96	95	95	96	95	95	95	96	97	96	97	97	96
41	10	95	93	92	93	91	90	93	92	92	94	93	94	94
41	100	77	71	77	80	69	71	80	83	71	76	64	73	61
41	1000	45	42	35	47	34	41	63	48	40	47	48	40	44
41	10000	38	40	29	34	11	34	38	43	35	31	45	37	43
42	1	94	96	97	95	95	96	96	93	96	95	97	95	95
42	10	91	92	93	90	91	93	94	92	91	93	92	93	91
42	100	74	74	83	78	68	73	82	80	72	81	68	67	58
42	1000	49	44	42	42	28	42	42	46	41	44	41	43	46
42	10000	48	43	31	26	11	33	34	42	35	32	39	40	41
43	1	97	95	96	95	96	96	96	95	96	95	95	96	96
43	10	95	93	93	92	92	89	94	93	92	93	92	93	93
43	100	80	73	76	74	69	70	85	83	70	88	74	67	71
43	1000	43	43	42	40	30	39	43	46	45	48	47	39	43
43	10000	40	38	26	33	8	37	36	41	37	38	37	33	41
44	1	94	96	94	96	96	94	95	96	96	96	96	95	95
44	10	92	91	92	93	92	88	94	94	93	95	92	94	93
44	100	75	76	79	81	72	72	78	91	73	76	67	65	66
44	1000	47	41	47	51	37	44	42	48	39	42	46	48	45
44	10000	44	39	39	27	10	35	42	40	37	30	42	47	41
45	1	96	95	96	95	96	96	95	96	96	96	96	96	95
45	10	93	91	90	92	91	89	93	94	90	93	93	95	94
45	100	75	72	80	78	67	66	82	81	74	77	69	69	65
45	1000	43	44	52	50	25	42	70	40	40	41	44	45	43
45	10000	36	37	25	26	8	39	42	37	33	35	44	42	42
46	1	96	96	94	94	95	96	95	95	95	95	96	96	96
46	10	95	92	92	90	89	90	93	93	88	94	93	94	94
46	100	79	72	80	79	71	69	82	82	75	78	69	73	61
46	1000	44	43	48	48	30	38	49	46	40	49	44	42	45
46	10000	38	35	22	28	12	34	40	40	38	35	42	40	42
47	1	96	96	94	96	95	95	95	94	96	96	94	96	95
47	10	92	93	89	90	91	90	92	93	92	93	89	92	91
47	100	78	73	79	82	66	70	83	82	74	81	64	65	62
47	1000	42	47	41	45	25	43	76	45	44	43	41	42	46
47	10000	38	40	30	27	8	37	41	39	35	33	40	38	44
48	1	96	95	95	96	95	95	96	96	96	95	95	96	95
48	10	93	92	91	92	92	91	92	94	94	92	92	94	91
48	100	80	72	78	77	69	71	83	79	73	83	68	73	63
48	1000	43	43	48	45	27	38	50	50	41	41	45	45	46
48	10000	39	42	31	27	10	34	41	48	36	32	42	42	42
49	1	96	95	96	94	96	96	96	93	94	95	95	96	96
49	10	94	94	92	92	90	92	92	91	91	94	91	93	93
49	100	76	74	78	83	70	67	82	85	69	79	71	66	67
49	1000	45	46	45	45	21	43	49	48	41	48	44	42	43
49	10000	42	42	29	36	11	40	45	44	32	36	40	41	35
50	1	95	95	95	95	95	96	96	95	95	97	94	96	96
50	10	93	92	91	91	91	91	94	94	91	91	88	94	93
50	100	77	71	82	78	69	67	85	82	70	81	65	70	63
50	1000	41	44	46	44	25	38	45	41	42	41	45	41	40
50	10000	35	40	36	30	11	35	34	37	31	30	40	36	39
51	1	96	96	95	94	95	95	95	96	96	94	96	95	95
51	10	93	92	93	90	91	91	93	93	92	93	92	93	91
51	100	75	75	82	82	70	73	80	81	77	80	69	68	61
51	1000	45	41	44	46	31	44	49	46	41	47	43	45	35
51	10000	42	38	38	27	9	38	47	42	37	29	43	41	32
52	1	97	96	95	93	95	95	96	96	94	95	95	96	96
52	10	93	92	91	92	91	92	94	91	92	93	91	95	94
52	100	77	75	81	81	71	69	78	79	73	89	63	70	65
52	1000	47	48	57	41	23	41	45	46	38	67	42	36	42
52	10000	44	40	34	27	6	34	39	43	34	42	34	35	40
53	1	96	96	95	96	95	96	95	96	96	95	96	94	94
53	10	94	93	93	91	91	92	93	93	93	94	91	92	93
53	100	77	76	78	79	68	66	88	83	73	81	67	64	65
53	1000	43	47	54	41	34	37	49	44	40	45	44	45	41
53	10000	41	41	30	22	9	31	39	34	31	28	36	41	39
54	1	95	95	96	95	96	95	96	94	95	96	95	95	92
54	10	94	92	93	92	91	90	94	94	92	93	92	92	92
54	100	79	72	79	79	68	70	87	78	73	76	64	59	63
54	1000	44	41	50	43	37	37	47	47	43	37	44	39	35
54	10000	40	37	34	28	7	35	41	40	32	32	39	38	32
55	1	96	95	95	96	95	95	96	95	96	94	94	97	95
55	10	92	93	91	92	92	89	94	94	92	92	91	93	94
55	100	75	74	80	78	70	67	79	81	74	74	68	63	62
55	1000	46	43	42	42	29	42	48	44	43	66	45	42	44
55	10000	40	37	36	24	11	36	40	40	36	38	42	36	43
56	1	96	96	95	95	96	95	95	95	95	95	95	95	95
56	10	95	92	92	91	93	91	93	94	92	92	91	92	91
56	100	78	74	80	76	70	71	78	78	70	85	66	66	59
56	1000	40	46	43	44	35	37	45	44	40	57	43	44	42
56	10000	38	38	38	31	9	34	43	39	34	32	40	42	40
57	1	96	96	95	95	96	96	95	96	96	95	96	95	96
57	10	94	93	92	89	91	92	94	94	93	93	92	94	92
57	100	77	74	78	78	70	65	80	80	72	79	68	64	63
57	1000	45	49	50	38	34	35	43	49	46	43	40	38	39
57	10000	38	40	36	23	10	33	41	44	35	34	39	37	37
58	1	96	96	96	96	96	95	96	96	96	95	96	96	95
58	10	93	92	92	93	89	92	94	94	93	94	91	93	92
58	100	75	73	80	78	70	69	85	86	72	81	69	66	69
58	1000	44	44	41	33	38	41	46	48	39	45	44	42	46
58	10000	38	41	32	26	5	36	42	46	37	32	41	38	42
59	1	95	96	95	95	95	95	95	96	95	95	95	96	96
59	10	92	91	93	92	90	91	93	93	91	93	93	94	92
59	100	75	73	81	79	70	67	80	86	74	83	69	66	64
59	1000	42	44	59	43	33	39	48	47	41	59	46	43	41
59	10000	41	40	41	21	13	37	41	41	34	28	42	38	38
60	1	97	96	96	96	94	96	96	93	96	93	97	94	94
60	10	95	93	94	93	92	91	94	92	93	92	92	93	92
60	100	77	74	82	75	70	68	84	82	71	75	69	63	57
60	1000	46	48	54	40	25	37	52	49	45	46	40	39	42
60	10000	42	41	38	19	9	34	40	45	37	39	36	38	40
61	1	95	95	95	96	94	96	94	96	96	95	96	95	95
61	10	92	93	92	92	90	92	93	93	94	93	92	94	91
61	100	76	74	80	79	72	67	84	80	72	77	70	63	63
61	1000	40	41	52	47	38	38	47	46	41	37	43	42	39
61	10000	39	34	41	33	12	35	42	41	37	28	41	41	37
62	1	96	95	95	95	95	95	94	96	94	94	93	95	95
62	10	93	91	90	92	92	91	92	94	89	93	90	93	90
62	100	76	73	79	82	71	69	77	83	69	83	63	66	67
62	1000	41	44	44	39	28	40	44	48	43	42	43	44	43
62	10000	34	42	34	28	11	34	40	44	36	33	41	35	39
63	1	96	95	95	96	96	95	96	92	96	96	96	95	96
63	10	93	92	91	92	91	91	94	90	90	94	92	92	93
63	100	76	74	83	79	67	70	82	77	69	77	65	65	61
63	1000	44	42	45	42	30	35	55	43	41	47	43	37	41
63	10000	41	40	25	28	16	31	41	37	39	36	38	35	39
64	1	96	95	95	94	96	96	96	94	96	94	93	96	96
64	10	94	93	92	91	90	93	94	91	92	92	91	94	93
64	100	76	75	81	82	72	71	82	80	73	76	65	70	65
64	1000	44	42	49	37	27	37	45	41	40	43	39	44	41
64	10000	42	38	36	23	6	34	39	41	32	31	35	38	40
65	1	95	92	95	95	96	96	95	94	95	95	94	96	95
65	10	93	91	91	92	90	91	93	93	92	94	92	94	92
65	100	77	70	80	81	72	73	82	83	70	78	69	71	66
65	1000	45	44	43	46	30	38	51	71	42	47	45	32	43
65	10000	39	38	20	28	10	33	44	39	34	33	39	32	39
66	1	95	94	96	95	95	95	96	96	96	96	96	95	95
66	10	94	92	93	92	91	91	94	93	93	93	91	94	93
66	100	78	75	78	75	70	67	79	82	76	78	72	69	69
66	1000	46	40	39	38	36	38	43	49	43	47	41	46	44
66	10000	45	36	35	23	7	32	39	39	35	36	40	42	41
67	1	96	96	96	94	94	94	95	95	96	96	96	95	96
67	10	94	93	93	89	90	89	95	94	91	94	91	93	93
67	100	76	76	80	79	71	71	82	83	71	83	65	73	64
67	1000	44	48	40	46	32	38	49	46	46	44	48	42	40
67	10000	40	42	30	26	9	29	43	39	34	30	42	39	40
68	1	95	95	95	96	96	95	96	94	95	95	96	96	95
68	10	93	91	89	92	90	89	94	93	91	94	92	92	92
68	100	76	71	81	81	71	69	84	81	71	76	68	66	69
68	1000	41	41	46	60	31	41	46	52	44	43	46	43	48
68	10000	32	38	33	28	8	37	41	39	41	43	38	38	38
69	1	96	96	96	95	94	95	96	95	94	96	95	95	96
69	10	94	91	91	93	90	93	93	93	91	94	94	90	94
69	100	76	76	77	78	69	70	82	80	74	79	70	70	69
69	1000	45	45	50	45	26	43	42	48	39	56	43	44	40
69	10000	43	41	30	28	12	38	38	43	38	38	41	43	36
70	1	96	95	95	95	95	94	95	94	96	95	94	95	96
70	10	94	92	92	91	91	90	93	92	92	91	91	93	93
70	100	77	71	80	76	74	69	76	86	72	76	69	62	64
70	1000	46	48	44	41	36	40	56	48	37	46	47	41	37
70	10000	40	44	29	36	10	35	39	39	31	35	41	37	37
71	1	96	95	96	95	95	96	94	96	94	94	93	95	96
71	10	92	93	93	91	92	91	93	93	91	93	90	93	93
71	100	77	77	79	77	70	69	83	86	74	81	61	61	62
71	1000	48	48	45	42	34	36	44	43	42	48	45	39	44
71	10000	45	39	34	26	11	33	37	37	33	37	43	38	41
72	1	96	96	96	94	94	94	96	96	93	95	94	96	96
72	10	93	93	92	93	92	91	92	93	91	94	92	94	94
72	100	74	76	80	77	69	70	82	80	69	79	66	65	68
72	1000	38	44	39	41	31	44	45	48	42	63	47	39	42
72	10000	36	37	34	28	8	38	42	44	36	35	44	39	36
73	1	97	95	95	95	95	95	95	95	95	97	96	96	95
73	10	94	92	92	93	92	90	91	94	92	94	92	93	93
73	100	75	70	79	78	70	64	86	83	71	79	61	66	65
73	1000	45	44	52	51	40	39	43	49	43	47	39	44	43
73	10000	37	38	28	30	11	31	37	44	37	33	36	38	41
74	1	95	95	96	96	95	94	96	96	96	95	96	95	95
74	10	93	89	89	92	91	91	92	93	91	93	92	93	93
74	100	75	74	80	76	69	69	85	86	71	74	71	63	70
74	1000	45	42	62	36	27	39	45	48	40	45	48	43	48
74	10000	44	41	30	20	10	36	43	43	36	37	42	39	47
75	1	96	95	95	95	95	96	95	96	96	95	95	94	96
75	10	94	92	91	93	93	92	93	93	91	94	91	93	94
75	100	78	71	81	79	72	70	78	77	70	77	69	66	63
75	1000	42	48	45	46	33	38	43	45	40	41	38	43	40
75	10000	37	45	25	25	9	34	40	40	34	33	36	38	39
76	1	94	94	96	95	96	95	96	95	95	95	94	95	94
76	10	91	91	93	91	91	90	94	93	93	93	92	95	92
76	100	76	76	81	80	72	67	86	83	73	79	71	71	58
76	1000	43	42	48	46	35	44	47	46	43	40	44	39	44
76	10000	41	39	35	28	7	36	38	40	35	29	37	39	43
77	1	95	94	96	95	96	93	95	94	95	96	97	96	95
77	10	92	92	90	92	91	91	92	94	90	94	93	93	93
77	100	75	72	80	75	72	69	82	83	70	79	67	67	70
77	1000	44	45	47	39	34	39	44	64	40	44	43	39	42
77	10000	40	39	27	20	10	36	39	41	35	33	37	37	39
78	1	96	95	95	96	95	96	96	96	96	96	95	94	95
78	10	94	93	92	91	91	90	94	94	90	92	90	89	93
78	100	77	76	83	78	67	67	82	81	72	79	69	64	65
78	1000	46	47	45	45	25	41	45	44	41	43	42	40	41
78	10000	39	45	36	36	8	36	31	40	29	31	41	36	34
79	1	96	95	95	96	95	96	95	94	96	96	94	95	95
79	10	93	92	93	92	91	90	94	93	91	91	93	92	93
79	100	77	73	82	78	71	66	79	80	69	77	69	67	70
79	1000	44	43	41	41	34	41	45	46	37	43	44	42	39
79	10000	44	35	23	22	14	35	38	36	31	31	41	38	37
80	1	96	96	96	94	96	96	95	95	95	95	96	96	94
80	10	94	93	94	90	90	93	94	92	88	93	91	92	92
80	100	77	71	79	80	74	73	82	80	70	80	71	68	74
80	1000	48	46	51	39	34	44	43	48	41	42	47	40	42
80	10000	40	36	31	29	17	38	39	46	34	38	40	39	41
81	1	95	96	95	96	96	95	94	95	95	96	94	97	95
81	10	93	94	93	91	91	91	92	92	91	92	92	92	92
81	100	76	77	83	74	69	71	81	85	71	79	69	70	62
81	1000	44	46	40	39	34	40	43	50	41	43	45	36	48
81	10000	37	42	25	26	6	35	39	46	34	32	39	36	38
82	1	96	95	96	95	95	96	94	96	96	95	95	96	95
82	10	94	91	92	93	91	91	94	92	92	93	92	93	93
82	100	76	75	83	79	68	70	84	84	71	80	71	65	62
82	1000	43	48	58	34	33	40	45	46	42	50	46	47	43
82	10000	42	42	37	25	5	36	41	43	35	35	45	42	38
83	1	96	95	95	96	96	96	95	96	96	97	95	94	95
83	10	93	93	92	93	93	92	93	94	91	95	92	93	93
83	100	74	78	79	78	70	68	82	77	70	75	73	64	63
83	1000	40	45	50	44	29	45	41	45	37	42	44	42	35
83	10000	35	40	34	34	9	38	37	41	32	29	41	36	35
84	1	96	96	94	96	96	96	97	94	96	94	97	94	95
84	10	92	93	92	92	92	92	93	93	94	94	92	92	92
84	100	76	72	80	79	72	71	77	83	71	75	68	68	59
84	1000	42	42	45	45	30	37	42	49	39	42	44	42	44
84	10000	34	42	38	23	10	34	40	45	35	35	42	41	41
85	1	95	96	95	96	95	96	96	96	96	96	96	96	96
85	10	93	93	92	93	91	90	95	94	88	92	91	93	94
85	100	77	74	79	79	71	67	83	81	67	74	67	67	62
85	1000	45	48	50	40	34	40	54	42	41	51	40	42	40
85	10000	40	40	34	24	10	29	52	37	34	30	37	42	35
86	1	96	96	95	95	96	96	94	95	96	96	93	94	96
86	10	95	92	91	94	90	91	94	94	91	94	91	94	93
86	100	77	75	82	85	70	70	86	78	80	81	65	67	64
86	1000	43	47	37	44	26	34	42	43	43	46	43	42	44
86	10000	36	39	17	32	9	32	38	36	35	34	41	38	38
87	1	96	96	95	94	96	94	95	96	96	96	95	94	96
87	10	94	93	91	91	91	91	94	94	91	94	92	91	94
87	100	78	72	81	77	69	73	84	81	73	81	67	68	63
87	1000	45	47	52	47	32	40	46	44	43	43	40	42	44
87	10000	37	45	32	31	19	36	43	41	34	33	35	38	39
88	1	95	94	93	96	95	96	96	95	96	96	96	95	94
88	10	93	92	91	91	92	90	94	93	94	93	90	93	91
88	100	79	73	84	79	77	69	82	83	76	84	68	67	66
88	1000	44	45	48	46	36	41	41	46	43	43	45	47	45
88	10000	39	40	37	34	7	33	40	42	37	36	40	38	36
89	1	97	94	96	95	96	96	95	95	95	96	96	97	96
89	10	94	91	93	91	90	91	94	92	92	93	92	93	94
89	100	78	75	81	83	71	71	82	80	74	85	68	66	62
89	1000	45	43	50	41	35	37	49	47	41	52	42	44	46
89	10000	35	38	27	19	8	35	45	39	35	41	34	41	43
90	1	95	96	95	95	97	94	95	93	96	95	96	95	96
90	10	93	93	93	88	91	90	92	93	91	94	92	93	93
90	100	77	75	79	76	67	71	84	79	71	83	68	69	65
90	1000	46	43	43	45	33	38	46	45	43	45	40	41	45
90	10000	42	40	32	26	7	34	39	40	40	30	40	39	37
91	1	96	96	95	96	96	95	95	94	95	97	96	96	94
91	10	94	91	92	91	92	92	93	92	93	94	92	92	91
91	100	78	76	79	82	71	69	75	79	72	72	68	62	65
91	1000	45	46	43	48	29	40	40	44	38	38	42	37	42
