Instance	Generations	Swap	CX	ER	EER	OX	NWOX	UOBX	OX2	PPX	UPPX	PMX	UPMX	PBX
91	10000	41	37	0	10	18	37	38	45	35	32	37	37	34
92	1	93	93	93	92	94	94	94	92	93	93	95	93	94
92	10	91	89	85	85	87	90	91	90	90	91	91	89	91
92	100	73	70	56	46	64	67	77	76	70	72	63	61	60
92	1000	46	41	21	29	39	41	44	43	39	42	41	42	39
92	10000	39	39	5	0	22	40	36	40	34	34	36	41	35
93	1	93	93	94	94	93	94	92	93	93	92	94	92	93
93	10	90	89	87	87	90	89	92	91	89	90	90	91	90
93	100	75	71	53	36	63	66	79	76	70	84	60	63	63
93	1000	48	45	25	17	34	42	45	41	41	42	45	41	39
93	10000	44	39	0	6	16	39	45	38	38	28	39	36	38
94	1	94	92	92	93	93	93	95	93	93	93	94	92	92
94	10	92	91	82	87	88	90	91	91	89	91	88	92	91
94	100	73	69	54	39	70	66	77	74	66	75	61	65	58
94	1000	45	45	22	22	36	39	44	42	39	40	37	38	45
94	10000	39	39	7	3	20	36	38	40	34	28	34	38	41
95	1	92	93	94	93	92	94	93	93	94	94	93	92	94
95	10	89	91	85	84	87	89	90	90	89	89	87	89	90
95	100	70	69	52	44	69	68	78	78	65	73	63	60	63
95	1000	39	46	22	22	31	39	36	42	40	43	44	41	48
95	10000	35	40	10	0	14	39	31	36	30	31	38	37	42
96	1	92	90	93	94	93	92	93	94	95	93	94	94	94
96	10	90	89	86	84	89	90	91	90	89	91	88	90	91
96	100	72	69	61	39	67	65	78	75	69	68	66	64	61
96	1000	44	43	25	15	35	38	43	42	44	43	44	42	46
96	10000	42	41	0	0	17	36	38	40	37	33	44	37	42
97	1	94	93	93	93	93	94	93	93	94	93	94	94	93
97	10	91	90	84	87	87	86	91	92	90	90	91	91	90
97	100	73	73	51	44	65	65	76	76	69	72	58	61	59
97	1000	47	42	22	25	36	43	45	42	41	47	44	44	39
97	10000	43	37	4	0	25	39	44	38	38	34	43	41	35
98	1	92	94	94	94	93	93	94	92	93	94	94	94	94
98	10	90	90	85	85	90	88	91	90	89	90	87	92	90
98	100	73	68	56	37	68	64	82	76	65	76	62	58	64
98	1000	45	43	29	24	33	41	46	45	37	60	44	44	39
98	10000	39	42	4	5	12	37	42	43	30	42	37	42	39
99	1	94	91	94	93	94	94	93	93	95	94	93	94	93
99	10	92	89	86	88	88	89	90	90	89	92	88	90	91
99	100	72	69	56	51	67	68	75	75	72	75	60	61	58
99	1000	44	44	28	29	35	40	45	43	41	52	42	41	40
99	10000	39	37	5	5	17	36	41	41	36	37	38	35	34
100	1	95	93	94	91	94	92	92	93	92	93	94	93	94
100	10	93	88	85	81	89	88	91	89	90	90	91	90	90
100	100	71	67	54	37	64	66	77	73	73	75	64	65	59
100	1000	44	43	31	23	33	39	43	42	44	40	42	46	43
100	10000	38	36	0	3	12	34	43	37	36	30	37	38	36
